Id,SalePrice
1777,122031.94
1778,138355.97
1779,111727.164
1780,179791.19
1781,124316.8
1782,92345.25
1783,150482.7
1784,102157.5
1785,123049.98
1786,154282.39
1787,168577.22
1788,47569.19
1789,95961.625
1790,73312.375
1791,183437.64
1792,159938.0
1793,125388.25
1794,153471.9
1795,138254.1
1796,115415.625
1797,118638.11
1798,125026.84
1799,121724.42
1800,128667.57
1801,136715.23
1802,134158.8
1803,142966.84
1804,149026.84
1805,134229.53
1806,119694.79
1807,125814.11
1808,120435.37
1809,117686.76
1810,160941.2
1811,99982.51
1812,101891.77
1813,130684.0
1814,97519.195
1815,46307.953
1816,93007.86
1817,114337.06
1818,150267.19
1819,113692.94
1820,53102.625
1821,118704.57
1822,149060.08
1823,48489.906
1824,139883.16
1825,129679.22
1826,102987.05
1827,103502.68
1828,136480.47
1829,110379.15
1830,152075.64
1831,141002.75
1832,68640.64
1833,134996.58
1834,120302.03
1835,134052.6
1836,128155.68
1837,83639.234
1838,126919.945
1839,93058.38
1840,168655.27
1841,156373.89
1842,90681.17
1843,131337.9
1844,135249.44
1845,136398.39
1846,153786.84
1847,163672.97
1848,53858.22
1849,104882.66
1850,114127.6
1851,159323.7
1852,120589.35
1853,130818.62
1854,168365.64
1855,136936.7
1856,218694.03
1857,132604.9
1858,141070.0
1859,117343.26
1860,144861.14
1861,116987.44
1862,277811.72
1863,258284.42
1864,260202.33
1865,311451.47
1866,339859.1
1867,242455.58
1868,305581.2
1869,214086.83
1870,241921.94
1871,240349.58
1872,167820.61
1873,224596.0
1874,147305.73
1875,203177.8
1876,202574.31
1877,207490.73
1878,188414.42
1879,129412.35
1880,138348.45
1881,239118.9
1882,245038.97
1883,181769.02
1884,207504.86
1885,252777.77
1886,295242.2
1887,205317.2
1888,285540.66
1889,155564.14
1890,120646.47
1891,136227.23
1892,101993.27
1893,127962.484
1894,123279.31
1895,138548.73
1896,127548.3
1897,110563.27
1898,107467.8
1899,147002.39
1900,129347.586
1901,168376.4
1902,136024.72
1903,215812.72
1904,142081.95
1905,192487.6
1906,169871.98
1907,192949.9
1908,108657.16
1909,136698.08
1910,117863.14
1911,201764.42
1912,279373.2
1913,141041.64
1914,55833.016
1915,334915.03
1916,53082.76
1917,267443.06
1918,139029.16
1919,175673.83
1920,150746.92
1921,442873.7
1922,316406.7
1923,214951.94
1924,220359.39
1925,202527.1
1926,404513.16
1927,132321.66
1928,157798.31
1929,133185.52
1930,128982.23
1931,147448.64
1932,148800.73
1933,190065.16
1934,180171.27
1935,176595.34
1936,188093.06
1937,183505.94
1938,173065.11
1939,237306.42
1940,180871.75
1941,174271.81
1942,185246.05
1943,193713.56
1944,334761.75
1945,395550.72
1946,145011.33
1947,318900.7
1948,167076.03
1949,235871.16
1950,185248.8
1951,246937.34
1952,196976.94
1953,172841.52
1954,183837.7
1955,138790.47
1956,273257.47
1957,152804.47
1958,328340.6
1959,136932.45
1960,114982.484
1961,120141.305
1962,95158.93
1963,104076.414
1964,116853.33
1965,147449.58
1966,142219.98
1967,285326.75
1968,454970.6
1969,402278.16
1970,445101.7
1971,462189.78
1972,378309.66
1973,258607.67
1974,316393.88
1975,385140.4
1976,276000.78
1977,358546.16
1978,365497.6
1979,318934.7
1980,204857.52
1981,341522.62
1982,231033.38
1983,207506.62
1984,161497.56
1985,216578.28
1986,214158.88
1987,169864.44
1988,174776.14
1989,194167.05
1990,220832.5
1991,247754.39
1992,218424.78
1993,158519.16
1994,239398.44
1995,194072.75
1996,238875.5
1997,305394.2
1998,372917.16
1999,262353.06
2000,317102.22
2001,276867.6
2002,246310.22
2003,253384.16
2004,272823.8
2005,205141.6
2006,236199.7
2007,253610.31
2008,223727.58
2009,195471.86
2010,183732.67
2011,128161.79
2012,177072.4
2013,183428.67
2014,178756.02
2015,198419.94
2016,199225.95
2017,197675.64
2018,116379.91
2019,133967.77
2020,108528.734
2021,111585.31
2022,179651.73
2023,140919.73
2024,257732.84
2025,356114.75
2026,168285.06
2027,157180.66
2028,153785.97
2029,173951.84
2030,267313.16
2031,231088.39
2032,250759.9
2033,259395.19
2034,165992.48
2035,226697.56
2036,191803.1
2037,195936.3
2038,270044.53
2039,215587.94
2040,266806.62
2041,285587.66
2042,204589.36
2043,171729.8
2044,154530.78
2045,220862.03
2046,138495.3
2047,147122.44
2048,137238.02
2049,134983.62
2050,176753.03
2051,107933.06
2052,131333.62
2053,150606.31
2054,77969.21
2055,161029.06
2056,137608.12
2057,113061.586
2058,229827.42
2059,136386.47
2060,171344.84
2061,168518.22
2062,134147.47
2063,116079.08
2064,148661.75
2065,119829.54
2066,165190.77
2067,105241.82
2068,134935.31
2069,84393.44
2070,117173.09
2071,96384.27
2072,131145.0
2073,143554.5
2074,186333.1
2075,146442.81
2076,124052.58
2077,157165.0
2078,127732.945
2079,139298.48
2080,115662.055
2081,125396.88
2082,122697.62
2083,145504.67
2084,109943.086
2085,123284.09
2086,128618.58
2087,127022.82
2088,92532.56
2089,75234.98
2090,129856.15
2091,127524.02
2092,117580.53
2093,122979.68
2094,107620.71
2095,149258.38
2096,74917.78
2097,86867.07
2098,147936.52
2099,45412.305
2100,79094.21
2101,123729.73
2102,113865.55
2103,104156.34
2104,139627.62
2105,125968.88
2106,63391.586
2107,224135.44
2108,113634.32
2109,113454.58
2110,128288.75
2111,132130.27
2112,137403.94
2113,114456.84
2114,101901.08
2115,162473.31
2116,123472.086
2117,156757.3
2118,122608.98
2119,103890.125
2120,104930.805
2121,87313.35
2122,103024.93
2123,85576.67
2124,166418.84
2125,125551.055
2126,143077.36
2127,156158.56
2128,120051.42
2129,95883.31
2130,147777.9
2131,150491.23
2132,119695.38
2133,122997.72
2134,120929.46
2135,89645.28
2136,82000.11
2137,110409.51
2138,132431.95
2139,152410.56
2140,146017.5
2141,135986.03
2142,129601.99
2143,149997.25
2144,110647.305
2145,137909.78
2146,162345.16
2147,128324.63
2148,132295.06
2149,142838.47
2150,229748.3
2151,102893.39
2152,144709.42
2153,151326.53
2154,106991.664
2155,138685.81
2156,263491.38
2157,222815.5
2158,229437.58
2159,193601.95
2160,165761.14
2161,249285.36
2162,429147.75
2163,366494.3
2164,250940.16
2165,203648.69
2166,154831.23
2167,231496.81
2168,199722.88
2169,201186.75
2170,223957.0
2171,159395.38
2172,132785.31
2173,175702.75
2174,220395.64
2175,311098.16
2176,312873.75
2177,236647.39
2178,207844.98
2179,144961.66
2180,226307.34
2181,182123.53
2182,214320.14
2183,187003.28
2184,126183.41
2185,109356.86
2186,149367.78
2187,157186.23
2188,151248.8
2189,218447.05
2190,85185.44
2191,83936.555
2192,90231.76
2193,106127.164
2194,107974.08
2195,101961.72
2196,97013.09
2197,115810.41
2198,171529.02
2199,183493.44
2200,141646.19
2201,136482.84
2202,207912.84
2203,137881.53
2204,196830.81
2205,109993.54
2206,148228.8
2207,217101.25
2208,246938.95
2209,246973.77
2210,119285.07
2211,105642.48
2212,119666.02
2213,104698.2
2214,124173.46
2215,95962.836
2216,155674.39
2217,52861.426
2218,72436.1
2219,62582.766
2220,61769.016
2221,346419.66
2222,260994.12
2223,281252.22
2224,216381.58
2225,120627.57
2226,195157.3
2227,195987.97
2228,253424.69
2229,250647.6
2230,154841.75
2231,214876.03
2232,181950.94
2233,163731.14
2234,228334.08
2235,208429.12
2236,273418.2
2237,361401.3
2238,205418.12
2239,108274.38
2240,164520.72
2241,158645.94
2242,124871.336
2243,121792.23
2244,101102.77
2245,96144.09
2246,144109.69
2247,106341.23
2248,131816.98
2249,126035.76
2250,130081.04
2251,110986.86
2252,168603.12
2253,151595.6
2254,175764.86
2255,195397.66
2256,182286.42
2257,204563.81
2258,165840.8
2259,182764.3
2260,158123.98
2261,187582.64
2262,199609.08
2263,366659.03
2264,447254.12
2265,158831.72
2266,302138.3
2267,381346.2
2268,406339.7
2269,151314.58
2270,195971.14
2271,222207.56
2272,187919.62
2273,170656.0
2274,185879.48
2275,175411.17
2276,190986.81
2277,186619.17
2278,146516.1
2279,123840.9
2280,113414.1
2281,173841.86
2282,189447.77
2283,102164.96
2284,112962.72
2285,138766.36
2286,120725.945
2287,356040.47
2288,291321.28
2289,413776.47
2290,441494.84
2291,324508.9
2292,454010.75
2293,490719.84
2294,450327.25
2295,421117.62
2296,281819.47
2297,306642.53
2298,336413.2
2299,415570.84
2300,333384.44
2301,275648.53
2302,251341.39
2303,246588.98
2304,238710.6
2305,180343.66
2306,177274.72
2307,194939.45
2308,217571.17
2309,279270.7
2310,214389.66
2311,182680.95
2312,166210.61
2313,173406.22
2314,167928.72
2315,173083.48
2316,196874.97
2317,188135.89
2318,180735.5
2319,179384.58
2320,196690.56
2321,245056.98
2322,171461.95
2323,180774.44
2324,169993.03
2325,206032.95
2326,168022.75
2327,213345.69
2328,235701.97
2329,190574.5
2330,180051.92
2331,369856.75
2332,379205.16
2333,318557.28
2334,248824.78
2335,270384.06
2336,342165.78
2337,215013.83
2338,288013.56
2339,196969.1
2340,420367.34
2341,210062.64
2342,230436.06
2343,228183.03
2344,216537.98
2345,232816.06
2346,219011.62
2347,198670.14
2348,240097.53
2349,171083.1
2350,278858.3
2351,267923.22
2352,274611.88
2353,249726.44
2354,136306.66
2355,138466.4
2356,151143.72
2357,196648.27
2358,194053.8
2359,124776.65
2360,116764.96
2361,144583.62
2362,267505.53
2363,142251.02
2364,154545.02
2365,229289.48
2366,188652.23
2367,222846.88
2368,209497.52
2369,220265.8
2370,174019.73
2371,168630.1
2372,194907.5
2373,291607.25
2374,317183.8
2375,252203.58
2376,291284.1
2377,382253.75
2378,145210.73
2379,198707.84
2380,143728.19
2381,167748.89
2382,212553.4
2383,202724.17
2384,238946.89
2385,165703.2
2386,137547.98
2387,139300.92
2388,96318.71
2389,124696.02
2390,158902.19
2391,140103.28
2392,118835.65
2393,173530.05
2394,145148.89
2395,217905.14
2396,150731.83
2397,215002.64
2398,122853.85
2399,56394.82
2400,51122.586
2401,111127.28
2402,140606.33
2403,141400.6
2404,146506.16
2405,170105.84
2406,148120.58
2407,130857.914
2408,141248.77
2409,122860.16
2410,157692.77
2411,118762.15
2412,159177.62
2413,131694.95
2414,147501.3
2415,132707.47
2416,123373.92
2417,132815.53
2418,129163.234
2419,138294.83
2420,122447.97
2421,147935.2
2422,109425.055
2423,118450.445
2424,153576.02
2425,204417.4
2426,127735.79
2427,140514.0
2428,185004.9
2429,119179.63
2430,136847.6
2431,112280.75
2432,143659.05
2433,148627.64
2434,130746.18
2435,150262.2
2436,111384.234
2437,111078.28
2438,124097.234
2439,101274.484
2440,119054.2
2441,97106.74
2442,88183.234
2443,121648.95
2444,127274.26
2445,88702.84
2446,133910.55
2447,199584.53
2448,141775.38
2449,104357.77
2450,143979.44
2451,133039.06
2452,205914.6
2453,91919.71
2454,113099.46
2455,122433.87
2456,130011.664
2457,136275.06
2458,122723.53
2459,108204.03
2460,128048.25
2461,120527.92
2462,135749.42
2463,125196.06
2464,195871.66
2465,136631.55
2466,115874.29
2467,141253.4
2468,74233.36
2469,64294.4
2470,184577.11
2471,211797.0
2472,160538.06
2473,117681.23
2474,70161.69
2475,227267.53
2476,118148.55
2477,130578.69
2478,145445.72
2479,103420.38
2480,149832.92
2481,125582.586
2482,136915.0
2483,114540.72
2484,125273.84
2485,131488.77
2486,156211.38
2487,168045.0
2488,171455.42
2489,149254.38
2490,167360.1
2491,92217.71
2492,192720.77
2493,144144.67
2494,146454.92
2495,74607.54
2496,260353.3
2497,147868.31
2498,111341.05
2499,94158.32
2500,130329.195
2501,141559.75
2502,156254.11
2503,95238.46
2504,184884.44
2505,229544.22
2506,270854.6
2507,290923.56
2508,264925.2
2509,215407.48
2510,217308.75
2511,171730.55
2512,203298.4
2513,214471.12
2514,278712.34
2515,152363.11
2516,174216.78
2517,145664.77
2518,156979.0
2519,224354.97
2520,222625.25
2521,185403.97
2522,220995.5
2523,114019.07
2524,141851.88
2525,152683.89
2526,132970.5
2527,109566.33
2528,131219.4
2529,128743.65
2530,126235.83
2531,260849.58
2532,228122.17
2533,195730.55
2534,219411.9
2535,313801.25
2536,243759.27
2537,220803.25
2538,184516.92
2539,190687.55
2540,175898.45
2541,181303.83
2542,170196.22
2543,123666.49
2544,124073.68
2545,132885.73
2546,128034.36
2547,139458.88
2548,153632.0
2549,163216.17
2550,237238.42
2551,140884.88
2552,133231.64
2553,83720.07
2554,101891.46
2555,118174.5
2556,102121.03
2557,112647.87
2558,134156.1
2559,128050.93
2560,144682.48
2561,133609.12
2562,135935.12
2563,145753.52
2564,202123.31
2565,145422.22
2566,162050.45
2567,127625.484
2568,210475.53
2569,222060.78
2570,120272.07
2571,171477.73
2572,152735.42
2573,218033.02
2574,278807.88
2575,125524.14
2576,122760.11
2577,154332.31
2578,79186.625
2579,52706.668
2580,109125.29
2581,105424.57
2582,101138.76
2583,286264.12
2584,164248.72
2585,182763.95
2586,223270.81
2587,206813.33
2588,146875.94
2589,148166.62
2590,199017.03
2591,220954.9
2592,212172.03
2593,252394.7
2594,176615.14
2595,203532.36
2596,315176.1
2597,183535.14
2598,282415.56
2599,291135.5
2600,147425.14
2601,149682.52
2602,78759.414
2603,95018.55
2604,82752.63
2605,75132.8
2606,150302.86
2607,208927.97
2608,210946.8
2609,168383.17
2610,114091.59
2611,107928.03
2612,153435.0
2613,131614.06
2614,139136.45
2615,159436.52
2616,144844.6
2617,181213.4
2618,192968.77
2619,204081.3
2620,189595.53
2621,175103.19
2622,185401.9
2623,250063.47
2624,312072.94
2625,312300.75
2626,177405.53
2627,169539.98
2628,499294.56
2629,461032.47
2630,356758.78
2631,480454.0
2632,432497.22
2633,310169.1
2634,398153.94
2635,163505.58
2636,180293.05
2637,175780.4
2638,264198.84
2639,177901.28
2640,157486.08
2641,104845.64
2642,193609.22
2643,103912.66
2644,122094.055
2645,103489.55
2646,94398.02
2647,102597.85
2648,137072.0
2649,147642.86
2650,136151.56
2651,138622.94
2652,411866.84
2653,259635.81
2654,245011.94
2655,426252.2
2656,315928.28
2657,344333.03
2658,286459.72
2659,296099.16
2660,345798.75
2661,346192.9
2662,335333.9
2663,280825.94
2664,272477.25
2665,321398.75
2666,283045.06
2667,155025.11
2668,178057.86
2669,177057.53
2670,281354.2
2671,186548.73
2672,201752.48
2673,209573.08
2674,209457.58
2675,167575.02
2676,186588.39
2677,199700.39
2678,263900.0
2679,286077.78
2680,281712.28
2681,412608.06
2682,333686.6
2683,531628.9
2684,315606.88
2685,343196.2
2686,248619.34
2687,351927.78
2688,199728.97
2689,203386.7
2690,467073.1
2691,196859.28
2692,126665.04
2693,189154.28
2694,121851.836
2695,189303.72
2696,187626.42
2697,191935.64
2698,198374.03
2699,162677.97
2700,150189.05
2701,149629.2
2702,110461.44
2703,117763.67
2704,136932.9
2705,118535.39
2706,119192.39
2707,129433.805
2708,137687.25
2709,105594.79
2710,126780.695
2711,247530.92
2712,382134.6
2713,160968.14
2714,147714.28
2715,172894.12
2716,138286.44
2717,169747.83
2718,231194.31
2719,163992.5
2720,174774.06
2721,140832.78
2722,174356.23
2723,139002.31
2724,136011.77
2725,134403.52
2726,151636.56
2727,181825.84
2728,176836.05
2729,143180.78
2730,147889.97
2731,126640.49
2732,125856.586
2733,162255.67
2734,154628.42
2735,137300.8
2736,147862.64
2737,123042.62
2738,136502.28
2739,165944.06
2740,138947.58
2741,147444.86
2742,156691.5
2743,142786.58
2744,166718.5
2745,139066.14
2746,138618.47
2747,149551.92
2748,126630.875
2749,130387.914
2750,139798.98
2751,132775.12
2752,210306.64
2753,161354.48
2754,250229.4
2755,132745.44
2756,91516.0
2757,62477.082
2758,81847.68
2759,166225.23
2760,127417.22
2761,153020.53
2762,144219.94
2763,178986.2
2764,146054.38
2765,292378.22
2766,130770.46
2767,90757.82
2768,131326.44
2769,137650.22
2770,138444.94
2771,111268.49
2772,107614.79
2773,165470.44
2774,146067.2
2775,123968.766
2776,137026.94
2777,145076.94
2778,98776.305
2779,132296.27
2780,94651.09
2781,92113.21
2782,90497.65
2783,105342.82
2784,127560.48
2785,132831.16
2786,68083.93
2787,123765.984
2788,75231.73
2789,177402.77
2790,98329.445
2791,117921.89
2792,56430.14
2793,164141.08
2794,101220.98
2795,119086.07
2796,104450.945
2797,201436.47
2798,114375.38
2799,119478.95
2800,60362.965
2801,109489.48
2802,138315.48
2803,167634.56
2804,138814.77
2805,104840.56
2806,76711.41
2807,162629.14
2808,157769.31
2809,140590.92
2810,136321.84
2811,167258.9
2812,154167.89
2813,159100.3
2814,154214.16
2815,104051.79
2816,262581.7
2817,161136.58
2818,136427.19
2819,142740.31
2820,138774.52
2821,98585.88
2822,216813.11
2823,304005.25
2824,193457.61
2825,153682.72
2826,133143.8
2827,134221.25
2828,204330.47
2829,204207.1
2830,219288.89
2831,173716.33
2832,260772.5
2833,293388.28
2834,204065.88
2835,215016.42
2836,197326.52
2837,146011.89
2838,148074.27
2839,173565.17
2840,208979.88
2841,207306.61
2842,230353.47
2843,153186.17
2844,164173.64
2845,123601.336
2846,213221.31
2847,207070.61
2848,204244.81
2849,197013.03
2850,274180.25
2851,220595.31
2852,238964.95
2853,243586.88
2854,143434.34
2855,201065.23
2856,204687.73
2857,188372.47
2858,200701.7
2859,125152.47
2860,127504.68
2861,125006.17
2862,198774.25
2863,122314.71
2864,231815.88
2865,139924.75
2866,134826.39
2867,94386.81
2868,95276.87
2869,118449.47
2870,128000.3
2871,88497.69
2872,43447.582
2873,95928.16
2874,149532.81
2875,113511.414
2876,162147.0
2877,139572.05
2878,173860.0
2879,143228.73
2880,102412.05
2881,150837.62
2882,172143.89
2883,183131.56
2884,182108.28
2885,197022.45
2886,240493.0
2887,87027.83
2888,128760.47
2889,54772.086
2890,78237.53
2891,130825.09
2892,44012.695
2893,79205.125
2894,57135.395
2895,321743.12
2896,281836.97
2897,217355.2
2898,145108.58
2899,209050.58
2900,168905.92
2901,185189.47
2902,187120.89
2903,347086.28
2904,353221.78
2905,75926.586
2906,206549.28
2907,111664.23
2908,143955.86
2909,145064.38
2910,80208.79
2911,77517.125
2912,151628.84
2913,83825.2
2914,71316.59
2915,80900.55
2916,79527.29
2917,171503.38
2918,109613.664
2919,218337.95
